Optimizer,Sharpe Ratio,Total Return,Max Drawdown,Profit Factor,Win Rate
CMAES,1.864996403247117,0.02440734917473586,-0.03381055235130486,1.540221088675406,0.2599999999948
TURBO,3.1932063678011366,0.540535780765518,-0.19256211867048145,2.328455185098755,0.299999999994
